PROJECT;FILE;LOC;COM;BLK;NOF;NOC;APF;AMC;NER;NEH;CYC;MAD;BUILD_FAIL
keras;./keras\keras\src\layers\pooling\adaptive_average_pooling1d.py;55;0;10;1;1;3.0;1.0;2;0;4;11;0
keras;./keras\keras\src\layers\pooling\adaptive_average_pooling2d.py;52;0;10;1;1;3.0;1.0;1;0;5;11;0
keras;./keras\keras\src\layers\pooling\adaptive_average_pooling3d.py;53;0;10;1;1;3.0;1.0;1;0;5;11;0
keras;./keras\keras\src\layers\pooling\adaptive_max_pooling1d.py;55;0;10;1;1;3.0;1.0;2;0;4;11;0
keras;./keras\keras\src\layers\pooling\adaptive_max_pooling2d.py;52;0;10;1;1;3.0;1.0;1;0;5;11;0
keras;./keras\keras\src\layers\pooling\adaptive_max_pooling3d.py;53;0;10;1;1;3.0;1.0;1;0;5;11;0
keras;./keras\keras\src\layers\pooling\adaptive_pooling1d_test.py;112;2;20;11;1;1.36;11.0;0;0;1;10;0
keras;./keras\keras\src\layers\pooling\adaptive_pooling2d_test.py;156;2;20;13;1;1.31;13.0;0;0;1;10;0
keras;./keras\keras\src\layers\pooling\adaptive_pooling3d_test.py;144;2;20;13;1;1.31;13.0;0;0;1;10;0
keras;./keras\keras\src\layers\pooling\average_pooling1d.py;75;0;17;1;1;6.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\pooling\average_pooling2d.py;91;0;18;1;1;6.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\pooling\average_pooling3d.py;73;0;12;1;1;6.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\pooling\average_pooling_test.py;350;1;35;13;2;5.31;4.5;0;0;17;9;0
keras;./keras\keras\src\layers\pooling\base_adaptive_pooling.py;50;0;13;5;3;2.0;1.67;1;0;5;10;0
keras;./keras\keras\src\layers\pooling\base_global_pooling.py;42;0;8;4;1;2.25;4.0;1;0;4;11;0
keras;./keras\keras\src\layers\pooling\base_pooling.py;73;0;9;4;1;3.25;4.0;1;0;4;11;0
keras;./keras\keras\src\layers\pooling\global_average_pooling1d.py;73;0;13;3;1;3.0;3.0;0;0;4;10;0
keras;./keras\keras\src\layers\pooling\global_average_pooling2d.py;57;0;11;2;1;2.5;2.0;0;0;2;9;0
keras;./keras\keras\src\layers\pooling\global_average_pooling3d.py;58;0;11;2;1;2.5;2.0;0;0;2;9;0
keras;./keras\keras\src\layers\pooling\global_average_pooling_test.py;165;0;13;9;2;3.78;3.0;0;0;10;10;0
keras;./keras\keras\src\layers\pooling\global_max_pooling1d.py;55;0;11;2;1;2.5;2.0;0;0;2;8;0
keras;./keras\keras\src\layers\pooling\global_max_pooling2d.py;57;0;11;2;1;2.5;2.0;0;0;2;9;0
keras;./keras\keras\src\layers\pooling\global_max_pooling3d.py;58;0;11;2;1;2.5;2.0;0;0;2;9;0
keras;./keras\keras\src\layers\pooling\global_max_pooling_test.py;151;0;12;9;2;3.67;3.0;0;0;7;9;0
keras;./keras\keras\src\layers\pooling\max_pooling1d.py;75;0;18;1;1;6.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\pooling\max_pooling2d.py;91;0;18;1;1;6.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\pooling\max_pooling3d.py;73;0;12;1;1;6.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\pooling\max_pooling_test.py;275;1;31;10;2;5.4;3.0;0;0;17;9;0
keras;./keras\keras\src\layers\preprocessing\category_encoding.py;144;2;22;6;1;2.67;6.0;4;0;11;12;0
keras;./keras\keras\src\layers\preprocessing\category_encoding_test.py;299;14;41;16;1;1.44;16.0;0;0;8;12;0
keras;./keras\keras\src\layers\preprocessing\data_layer.py;133;3;26;4;1;1.75;4.0;1;0;21;12;0
keras;./keras\keras\src\layers\preprocessing\data_layer_test.py;77;0;13;6;2;1.67;3.0;0;0;6;12;0
keras;./keras\keras\src\layers\preprocessing\discretization.py;309;5;50;16;1;2.25;12.0;7;0;30;11;0
keras;./keras\keras\src\layers\preprocessing\discretization_test.py;209;13;24;9;1;1.44;9.0;0;0;10;12;0
keras;./keras\keras\src\layers\preprocessing\feature_space.py;712;24;110;44;5;2.45;8.8;13;0;98;16;0
keras;./keras\keras\src\layers\preprocessing\feature_space_test.py;598;32;42;14;1;1.29;14.0;0;0;14;11;0
keras;./keras\keras\src\layers\preprocessing\hashed_crossing.py;197;5;30;6;1;2.5;6.0;10;0;36;12;0
keras;./keras\keras\src\layers\preprocessing\hashed_crossing_test.py;192;2;20;12;1;1.17;11.0;0;0;7;13;0
keras;./keras\keras\src\layers\preprocessing\hashing.py;254;7;33;5;1;2.6;5.0;6;0;35;11;0
keras;./keras\keras\src\layers\preprocessing\hashing_test.py;469;113;64;31;2;1.29;15.5;1;0;13;13;0
keras;./keras\keras\src\layers\preprocessing\index_lookup.py;925;75;102;41;2;2.0;19.5;25;0;162;13;0
keras;./keras\keras\src\layers\preprocessing\index_lookup_test.py;576;35;42;22;1;1.0;22.0;0;0;26;11;0
keras;./keras\keras\src\layers\preprocessing\integer_lookup.py;355;0;54;4;1;4.75;4.0;5;0;14;9;0
keras;./keras\keras\src\layers\preprocessing\integer_lookup_test.py;138;6;17;9;1;1.0;9.0;0;0;1;12;0
keras;./keras\keras\src\layers\preprocessing\mel_spectrogram.py;329;16;45;9;1;3.78;9.0;0;0;10;12;0
keras;./keras\keras\src\layers\preprocessing\mel_spectrogram_test.py;98;0;5;3;1;3.0;3.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\normalization.py;335;25;41;10;1;2.0;10.0;7;0;36;14;0
keras;./keras\keras\src\layers\preprocessing\normalization_test.py;182;5;22;14;2;1.21;7.0;2;0;19;13;0
keras;./keras\keras\src\layers\preprocessing\pipeline.py;70;0;14;6;1;2.0;5.0;0;0;6;8;0
keras;./keras\keras\src\layers\preprocessing\pipeline_test.py;81;0;11;8;2;1.75;4.0;0;0;5;12;0
keras;./keras\keras\src\layers\preprocessing\rescaling.py;64;1;14;5;1;2.2;5.0;0;0;4;11;0
keras;./keras\keras\src\layers\preprocessing\rescaling_test.py;109;5;10;7;1;1.0;7.0;0;0;4;14;0
keras;./keras\keras\src\layers\preprocessing\stft_spectrogram.py;342;4;41;7;1;3.29;7.0;6;0;43;12;0
keras;./keras\keras\src\layers\preprocessing\stft_spectrogram_test.py;367;0;29;9;1;1.67;8.0;0;0;16;13;0
keras;./keras\keras\src\layers\preprocessing\string_lookup.py;358;5;63;5;1;4.2;5.0;2;0;16;13;0
keras;./keras\keras\src\layers\preprocessing\string_lookup_test.py;138;8;21;9;1;1.0;9.0;0;0;2;12;0
keras;./keras\keras\src\layers\preprocessing\text_vectorization.py;559;34;71;21;1;2.43;21.0;8;0;57;13;0
keras;./keras\keras\src\layers\preprocessing\text_vectorization_test.py;285;7;31;20;1;1.05;18.0;0;0;3;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\aug_mix.py;283;1;45;10;1;3.9;10.0;0;0;15;14;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\aug_mix_test.py;56;0;10;4;1;1.0;4.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\auto_contrast.py;95;2;17;8;1;2.88;8.0;2;0;5;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\auto_contrast_test.py;75;0;19;6;1;1.0;6.0;0;0;1;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\base_image_preprocessing_layer.py;344;3;41;19;1;3.74;19.0;11;0;36;13;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\center_crop.py;235;4;38;10;1;3.3;8.0;2;0;23;14;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\center_crop_test.py;280;24;16;8;1;3.0;8.0;0;0;14;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\cut_mix.py;190;1;39;12;1;3.33;11.0;1;0;14;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\cut_mix_test.py;73;1;12;4;1;1.0;4.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\equalization.py;186;3;38;13;1;3.15;13.0;2;0;12;13;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\equalization_test.py;116;0;19;10;1;1.6;10.0;0;0;5;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\max_num_bounding_box.py;77;3;15;7;1;3.14;7.0;1;0;5;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\max_num_bounding_box_test.py;71;4;6;3;1;1.0;3.0;0;0;3;9;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\mix_up.py;154;3;29;12;1;2.92;8.0;0;0;9;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\mix_up_test.py;139;1;18;7;1;1.0;7.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_brightness.py;135;3;23;9;1;3.22;9.0;3;0;9;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_brightness_test.py;125;7;17;12;1;1.0;12.0;0;0;9;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_color_degeneration.py;118;1;17;9;1;3.33;9.0;3;0;8;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_color_degeneration_test.py;62;0;15;6;1;1.0;6.0;0;0;5;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_color_jitter.py;193;5;20;8;1;3.62;8.0;0;0;19;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_color_jitter_test.py;108;0;27;7;1;1.0;7.0;0;0;7;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_contrast.py;126;5;23;9;1;3.33;9.0;1;0;8;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_contrast_test.py;116;2;15;5;1;1.0;5.0;0;0;3;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_crop.py;248;9;28;8;1;3.62;8.0;1;0;25;13;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_crop_test.py;156;0;9;7;1;1.0;7.0;0;0;6;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_elastic_transform.py;243;1;36;9;1;3.89;9.0;6;0;25;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_elastic_transform_test.py;73;1;16;5;1;1.0;5.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_erasing.py;285;1;43;13;1;3.62;12.0;7;0;23;13;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_erasing_test.py;72;0;19;5;1;1.0;5.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_flip.py;200;3;36;12;1;2.83;9.0;0;0;21;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_flip_test.py;268;6;17;7;2;2.0;3.5;0;0;8;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_gaussian_blur.py;191;1;29;10;1;3.6;10.0;9;0;26;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_gaussian_blur_test.py;84;0;14;5;1;1.0;5.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_grayscale.py;98;3;19;9;1;2.78;9.0;1;0;8;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_grayscale_test.py;98;11;16;5;1;1.2;5.0;0;0;15;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_hue.py;151;1;20;9;1;3.33;8.0;1;0;7;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_hue_test.py;66;0;17;7;1;1.0;7.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_invert.py;109;1;20;8;1;3.5;8.0;1;0;8;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_invert_test.py;60;0;8;5;1;1.0;5.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_perspective.py;284;3;55;10;1;3.7;10.0;2;0;21;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_perspective_test.py;249;1;24;7;1;1.57;7.0;0;0;6;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_posterization.py;131;1;23;9;1;3.33;9.0;3;0;9;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_posterization_test.py;69;0;16;7;1;1.0;7.0;0;0;3;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_rotation.py;228;1;21;8;1;3.75;8.0;2;0;12;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_rotation_test.py;69;0;8;4;1;1.25;4.0;0;0;3;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_saturation.py;149;1;18;9;1;3.33;9.0;3;0;9;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_saturation_test.py;79;0;18;7;1;1.0;7.0;0;0;7;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_sharpness.py;145;1;26;9;1;3.33;9.0;3;0;10;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_sharpness_test.py;52;0;13;5;1;1.0;5.0;0;0;4;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_shear.py;352;7;52;16;1;3.31;15.0;5;0;23;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_shear_test.py;179;0;21;6;1;1.67;6.0;0;0;7;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_translation.py;339;9;45;14;1;3.5;14.0;5;0;22;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_translation_test.py;421;6;22;13;1;2.15;13.0;0;0;11;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_zoom.py;381;9;49;14;1;3.79;14.0;5;0;25;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\random_zoom_test.py;253;0;18;8;1;1.75;8.0;0;0;6;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\rand_augment.py;228;1;39;9;1;3.56;9.0;0;0;12;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\rand_augment_test.py;109;0;20;8;1;1.0;8.0;0;0;8;12;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\resizing.py;279;3;29;12;1;4.08;12.0;0;0;11;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\resizing_test.py;306;7;18;11;1;2.45;11.0;0;0;21;14;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\solarization.py;193;1;24;11;1;3.18;11.0;5;0;17;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\solarization_test.py;75;0;9;5;1;2.6;5.0;0;0;1;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\bounding_boxes\bounding_box.py;420;9;48;25;1;4.68;25.0;6;0;32;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\bounding_boxes\converters.py;395;10;53;8;0;6.25;0.0;7;0;23;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\bounding_boxes\converters_test.py;129;4;15;7;1;1.29;7.0;0;0;4;11;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\bounding_boxes\formats.py;96;0;39;0;7;0.0;0.0;0;0;1;4;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\bounding_boxes\iou.py;241;2;40;4;0;3.25;0.0;4;0;13;10;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\bounding_boxes\iou_test.py;195;11;38;10;2;1.0;5.0;0;0;1;9;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\bounding_boxes\validation.py;172;4;10;4;0;3.25;0.0;8;0;35;14;0
keras;./keras\keras\src\layers\preprocessing\image_preprocessing\bounding_boxes\validation_test.py;70;0;5;2;1;1.0;2.0;0;0;1;8;0
keras;./keras\keras\src\layers\regularization\activity_regularization.py;33;0;10;4;1;2.0;4.0;0;0;1;9;0
keras;./keras\keras\src\layers\regularization\activity_regularization_test.py;25;0;4;2;1;1.0;2.0;0;0;1;9;0
keras;./keras\keras\src\layers\regularization\alpha_dropout.py;83;2;16;5;1;2.6;5.0;1;0;9;11;0
keras;./keras\keras\src\layers\regularization\alpha_dropout_test.py;54;0;8;6;1;1.0;6.0;0;0;3;9;0
keras;./keras\keras\src\layers\regularization\dropout.py;102;0;18;5;1;2.4;5.0;5;1;14;13;0
keras;./keras\keras\src\layers\regularization\dropout_test.py;95;0;16;14;1;1.0;14.0;0;0;7;9;0
keras;./keras\keras\src\layers\regularization\gaussian_dropout.py;53;0;11;4;1;2.25;4.0;1;0;6;11;0
keras;./keras\keras\src\layers\regularization\gaussian_dropout_test.py;32;0;4;2;1;1.0;2.0;0;0;1;9;0
keras;./keras\keras\src\layers\regularization\gaussian_noise.py;53;0;11;4;1;2.25;4.0;1;0;6;11;0
keras;./keras\keras\src\layers\regularization\gaussian_noise_test.py;30;0;4;2;1;1.0;2.0;0;0;1;9;0
keras;./keras\keras\src\layers\regularization\spatial_dropout.py;153;0;39;11;4;3.09;2.75;0;0;8;10;0
keras;./keras\keras\src\layers\regularization\spatial_dropout_test.py;93;0;14;9;1;1.0;9.0;0;0;5;9;0
keras;./keras\keras\src\layers\reshaping\cropping1d.py;70;0;12;4;1;1.75;4.0;2;0;7;12;0
keras;./keras\keras\src\layers\reshaping\cropping1d_test.py;71;5;9;5;1;1.0;5.0;0;0;6;10;0
keras;./keras\keras\src\layers\reshaping\cropping2d.py;212;0;12;4;1;2.0;4.0;7;0;45;16;0
keras;./keras\keras\src\layers\reshaping\cropping2d_test.py;126;8;9;5;1;2.6;5.0;0;0;12;12;0
keras;./keras\keras\src\layers\reshaping\cropping3d.py;269;0;15;4;1;2.0;4.0;5;0;29;20;0
keras;./keras\keras\src\layers\reshaping\cropping3d_test.py;187;12;12;6;1;3.33;6.0;0;0;15;12;0
keras;./keras\keras\src\layers\reshaping\flatten.py;69;6;15;5;1;1.8;5.0;0;0;8;11;0
keras;./keras\keras\src\layers\reshaping\flatten_test.py;119;5;15;6;1;1.0;5.0;0;0;8;13;0
keras;./keras\keras\src\layers\reshaping\permute.py;51;0;13;5;1;1.8;5.0;1;0;3;10;0
keras;./keras\keras\src\layers\reshaping\permute_test.py;68;1;10;4;1;1.25;4.0;0;0;9;13;0
keras;./keras\keras\src\layers\reshaping\repeat_vector.py;37;0;11;4;1;1.75;4.0;1;0;2;10;0
keras;./keras\keras\src\layers\reshaping\repeat_vector_test.py;39;0;8;4;1;1.0;4.0;0;0;4;10;0
keras;./keras\keras\src\layers\reshaping\reshape.py;66;1;13;5;1;1.8;5.0;1;0;3;11;0
keras;./keras\keras\src\layers\reshaping\reshape_test.py;122;1;16;8;1;1.0;7.0;0;0;4;10;0
keras;./keras\keras\src\layers\reshaping\up_sampling1d.py;48;0;12;4;1;1.75;4.0;0;0;2;8;0
keras;./keras\keras\src\layers\reshaping\up_sampling1d_test.py;55;0;8;5;1;1.0;5.0;0;0;1;11;0
keras;./keras\keras\src\layers\reshaping\up_sampling2d.py;158;9;17;5;1;3.0;5.0;1;0;10;10;0
keras;./keras\keras\src\layers\reshaping\up_sampling2d_test.py;140;5;18;7;1;2.0;7.0;0;0;10;10;0
keras;./keras\keras\src\layers\reshaping\up_sampling3d.py;119;0;15;5;1;2.8;5.0;1;0;10;10;0
keras;./keras\keras\src\layers\reshaping\up_sampling3d_test.py;120;4;10;2;1;3.0;2.0;0;0;6;10;0
keras;./keras\keras\src\layers\reshaping\zero_padding1d.py;82;0;11;4;1;2.0;4.0;0;0;4;9;0
keras;./keras\keras\src\layers\reshaping\zero_padding1d_test.py;65;0;9;5;1;1.8;5.0;0;0;6;10;0
keras;./keras\keras\src\layers\reshaping\zero_padding2d.py;107;0;12;4;1;2.0;4.0;2;0;8;11;0
keras;./keras\keras\src\layers\reshaping\zero_padding2d_test.py;89;3;9;5;1;2.0;5.0;0;0;12;10;0
keras;./keras\keras\src\layers\reshaping\zero_padding3d.py;107;0;11;4;1;2.0;4.0;2;0;8;11;0
keras;./keras\keras\src\layers\reshaping\zero_padding3d_test.py;95;3;9;5;1;2.0;5.0;0;0;14;10;0
keras;./keras\keras\src\layers\rnn\bidirectional.py;293;12;36;12;1;2.33;11.0;7;0;45;14;0
keras;./keras\keras\src\layers\rnn\bidirectional_test.py;290;3;17;8;1;1.0;8.0;0;0;7;13;0
keras;./keras\keras\src\layers\rnn\conv_lstm.py;634;3;61;36;2;3.03;17.5;3;0;21;14;0
keras;./keras\keras\src\layers\rnn\conv_lstm1d.py;171;0;13;1;1;28.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\rnn\conv_lstm1d_test.py;75;0;4;2;1;1.0;2.0;0;0;8;12;0
keras;./keras\keras\src\layers\rnn\conv_lstm2d.py;171;0;13;1;1;28.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\rnn\conv_lstm2d_test.py;87;0;4;2;1;1.0;2.0;0;0;8;12;0
keras;./keras\keras\src\layers\rnn\conv_lstm3d.py;170;0;13;1;1;28.0;1.0;0;0;1;8;0
keras;./keras\keras\src\layers\rnn\conv_lstm3d_test.py;105;0;4;2;1;1.0;2.0;0;0;8;12;0
keras;./keras\keras\src\layers\rnn\conv_lstm_test.py;52;0;7;2;2;1.0;1.0;0;0;3;12;0
keras;./keras\keras\src\layers\rnn\dropout_rnn_cell.py;55;0;11;5;1;1.8;5.0;0;0;10;10;0
keras;./keras\keras\src\layers\rnn\dropout_rnn_cell_test.py;82;1;10;5;2;2.6;2.5;0;0;5;10;0
keras;./keras\keras\src\layers\rnn\gru.py;643;17;67;26;2;3.12;13.0;3;1;45;13;0
keras;./keras\keras\src\layers\rnn\gru_test.py;383;3;19;7;1;1.14;7.0;0;0;1;11;0
keras;./keras\keras\src\layers\rnn\lstm.py;633;8;59;29;2;3.07;14.0;3;1;32;15;0
keras;./keras\keras\src\layers\rnn\lstm_test.py;321;0;15;5;1;1.2;5.0;0;0;1;12;0
keras;./keras\keras\src\layers\rnn\rnn.py;442;24;56;15;1;3.0;14.0;8;0;59;12;0
keras;./keras\keras\src\layers\rnn\rnn_test.py;366;3;53;19;3;1.53;6.33;0;0;4;11;0
keras;./keras\keras\src\layers\rnn\simple_rnn.py;405;0;44;23;2;3.0;11.5;1;0;13;10;0
keras;./keras\keras\src\layers\rnn\simple_rnn_test.py;299;0;12;5;1;1.0;5.0;0;0;1;11;0
keras;./keras\keras\src\layers\rnn\stacked_rnn_cells.py;121;1;17;8;1;2.0;8.0;2;0;27;13;0
keras;./keras\keras\src\layers\rnn\stacked_rnn_cells_test.py;317;1;16;7;1;1.0;7.0;0;0;1;11;0
keras;./keras\keras\src\layers\rnn\time_distributed.py;109;5;24;7;1;2.0;5.0;4;0;20;12;0
keras;./keras\keras\src\layers\rnn\time_distributed_test.py;91;0;10;7;2;1.57;3.5;0;0;3;12;0
keras;./keras\keras\src\legacy\backend.py;1860;96;417;142;0;2.65;0.0;33;1;277;14;0
keras;./keras\keras\src\legacy\layers.py;209;5;35;18;4;2.17;4.0;6;0;19;11;0
keras;./keras\keras\src\legacy\losses.py;16;0;4;2;1;1.5;2.0;1;0;2;11;0
keras;./keras\keras\src\legacy\preprocessing\image.py;1699;51;185;54;6;5.09;6.33;34;2;220;13;0
keras;./keras\keras\src\legacy\preprocessing\sequence.py;280;0;48;7;1;3.71;5.0;4;2;22;11;0
keras;./keras\keras\src\legacy\preprocessing\text.py;297;7;39;16;1;2.94;11.0;4;0;57;18;0
keras;./keras\keras\src\legacy\saving\json_utils.py;181;11;39;7;1;2.0;2.0;2;2;50;16;0
keras;./keras\keras\src\legacy\saving\json_utils_test.py;77;0;17;7;4;1.0;1.75;0;0;3;10;0
keras;./keras\keras\src\legacy\saving\legacy_h5_format.py;559;21;93;13;0;2.54;0.0;10;3;81;13;0
keras;./keras\keras\src\legacy\saving\legacy_h5_format_test.py;453;20;94;49;17;1.53;2.71;0;1;11;11;0
keras;./keras\keras\src\legacy\saving\saving_options.py;14;0;3;1;0;1.0;0.0;0;0;2;7;0
keras;./keras\keras\src\legacy\saving\saving_utils.py;208;14;45;10;0;1.7;0.0;3;2;40;10;0
keras;./keras\keras\src\legacy\saving\serialization.py;463;74;97;24;5;1.67;2.8;6;4;64;13;0
keras;./keras\keras\src\losses\loss.py;214;11;42;14;1;2.43;7.0;2;0;42;11;0
keras;./keras\keras\src\losses\losses.py;2310;19;454;75;23;3.07;2.13;5;0;23;10;0
keras;./keras\keras\src\losses\losses_test.py;1974;61;296;174;22;1.04;7.91;0;0;18;13;0
keras;./keras\keras\src\losses\loss_test.py;239;18;50;15;2;1.13;7.5;0;0;8;12;0
keras;./keras\keras\src\losses\__init__.py;187;13;20;3;0;1.33;0.0;1;0;6;8;0
keras;./keras\keras\src\metrics\accuracy_metrics.py;417;19;105;18;6;2.44;2.0;0;0;32;10;0
keras;./keras\keras\src\metrics\accuracy_metrics_test.py;456;27;59;35;6;1.0;5.83;0;0;1;8;0
keras;./keras\keras\src\metrics\confusion_metrics.py;1366;64;232;43;13;2.86;3.31;10;0;53;12;0
keras;./keras\keras\src\metrics\confusion_metrics_test.py;1500;196;277;124;12;1.03;10.33;0;1;28;12;0
keras;./keras\keras\src\metrics\correlation_metrics.py;170;2;45;6;2;2.67;2.0;0;0;1;9;0
keras;./keras\keras\src\metrics\correlation_metrics_test.py;69;2;10;7;1;1.0;7.0;0;0;1;9;0
keras;./keras\keras\src\metrics\f_score_metrics.py;278;4;42;10;2;2.5;4.0;7;0;24;11;0
keras;./keras\keras\src\metrics\f_score_metrics_test.py;392;5;30;23;2;1.91;11.5;0;0;15;8;0
keras;./keras\keras\src\metrics\hinge_metrics.py;78;3;22;6;3;2.0;2.0;0;0;1;8;0
keras;./keras\keras\src\metrics\hinge_metrics_test.py;115;3;16;9;3;1.0;3.0;0;0;1;8;0
keras;./keras\keras\src\metrics\iou_metrics.py;640;8;119;15;6;4.0;2.5;1;0;16;10;0
keras;./keras\keras\src\metrics\iou_metrics_test.py;486;125;79;30;5;1.07;6.0;0;0;4;10;0
keras;./keras\keras\src\metrics\metric.py;211;10;43;19;1;1.84;19.0;5;0;19;11;0
keras;./keras\keras\src\metrics\metrics_utils.py;589;29;97;11;3;3.27;0.67;7;0;67;11;0
keras;./keras\keras\src\metrics\metric_test.py;215;11;42;18;2;1.33;8.5;0;0;6;10;0
keras;./keras\keras\src\metrics\probabilistic_metrics.py;280;3;59;10;5;2.7;2.0;0;0;1;8;0
keras;./keras\keras\src\metrics\probabilistic_metrics_test.py;190;0;46;25;5;1.0;5.0;0;0;1;10;0
keras;./keras\keras\src\metrics\reduction_metrics.py;179;6;40;13;3;2.38;4.0;0;0;16;10;0
keras;./keras\keras\src\metrics\reduction_metrics_test.py;164;5;29;19;3;1.05;6.0;0;0;1;9;0
keras;./keras\keras\src\metrics\regression_metrics.py;490;10;118;22;8;2.32;2.62;4;0;18;11;0
keras;./keras\keras\src\metrics\regression_metrics_test.py;333;12;59;30;8;1.5;3.75;0;0;4;10;0
keras;./keras\keras\src\metrics\__init__.py;193;11;18;3;0;1.33;0.0;1;0;6;8;0
keras;./keras\keras\src\models\cloning.py;373;14;50;7;0;2.71;0.0;12;1;36;11;0
keras;./keras\keras\src\models\cloning_test.py;215;8;38;23;2;1.3;6.0;0;0;15;11;0
keras;./keras\keras\src\models\functional.py;774;90;119;47;1;1.64;23.0;11;2;123;14;0
keras;./keras\keras\src\models\functional_test.py;693;62;101;39;4;1.28;9.5;0;0;24;11;0
